31609,ts_delPgm.sh,20181128102422,20181128102422,00:00:00
31808,ts_analyseDistr.sh,20181128102446,20181128102644,00:01:58
32188,bloquerDistr.sh,20181128102533,20181128141941,03:54:08
32616,ts_analyse.sh,20181128102601,20181128102720,00:01:19
32689,bloquerDistr.sh,20181128102602,20181128102739,00:01:37
852,ts_delPgm.sh,20181128102633,20181128102634,00:00:01
1317,ts_analyseDistr.sh,20181128102709,20181128103609,00:09:00
1606,bloquerDistr.sh,20181128102724,20181128102838,00:01:14
2150,ts_analyseDistr.sh,20181128102809,20181128103008,00:01:59
2442,ts_analyseDistr.sh,20181128102846,20181128103102,00:02:16
2880,bloquerDistr.sh,20181128102954,20181128103101,00:01:07
3427,ts_analyseDistr.sh,20181128103102,20181128103222,00:01:20
3665,bloquerDistr.sh,20181128103140,20181128103231,00:00:51
4274,ts_analyseDistr.sh,20181128103236,20181128103324,00:00:48
4388,bloquerDistr.sh,20181128103237,20181128103323,00:00:46
4915,ts_analyseDistr.sh,20181128103324,20181128103409,00:00:45
5219,ts_analyse.sh,20181128103358,20181128103446,00:00:48
5580,bloquerDistr.sh,20181128103440,20181128103642,00:02:02
6359,ts_analyseDistr.sh,20181128103647,20181128103906,00:02:19
6895,bloquerDistr.sh,20181128104220,20181128104411,00:01:51
7225,ts_analyseDistr.sh,20181128104411,20181128104755,00:03:44
7681,ts_addCopy.sh,20181128104609,20181128104609,00:00:00
7915,bloquerDistr.sh,20181128104853,20181128104934,00:00:41
8235,ts_analyseDistr.sh,20181128104940,20181128105130,00:01:50
8503,ts_analyse.sh,20181128105007,20181128105104,00:00:57
8847,bloquerDistr.sh,20181128105047,20181128105139,00:00:52
9322,ts_analyseDistr.sh,20181128105143,20181128105256,00:01:13
9507,ts_analyse.sh,20181128105149,20181128105252,00:01:03
9868,ts_delPgm.sh,20181128105225,20181128105225,00:00:00
10260,ts_analyse.sh,20181128105908,20181128110059,00:01:51
10464,ts_delPgm.sh,20181128105942,20181128105942,00:00:00
10656,ts_analyse.sh,20181128110202,20181128110249,00:00:47
10916,bloquerDistr.sh,20181128110241,20181128110401,00:01:20
11182,ts_delPgm.sh,20181128110311,20181128110311,00:00:00
11312,ts_analyseDistr.sh,20181128110403,20181128110554,00:01:51
11687,bloquerDistr.sh,20181128110528,20181128110656,00:01:28
11937,bloquerDistr.sh,20181128110542,20181128110647,00:01:05
12244,bloquerDistr.sh,20181128110601,20181128110702,00:01:01
12573,bloquerDistr.sh,20181128110637,20181128110722,00:00:45
12853,ts_analyseDistr.sh,20181128110650,20181128110754,00:01:04
13207,ts_analyseDistr.sh,20181128110704,20181128110905,00:02:01
13332,ts_analyseDistr.sh,20181128110709,20181128110807,00:00:58
13719,ts_analyseDistr.sh,20181128110725,20181128110816,00:00:51
14449,bloquerDistr.sh,20181128110914,20181128111005,00:00:51
14788,ts_analyseDistr.sh,20181128111010,20181128111127,00:01:17
14994,bloquerDistr.sh,20181128111022,20181128111139,00:01:17
15580,bloquerDistr.sh,20181128111129,20181128111341,00:02:12
15837,ts_analyseDistr.sh,20181128111143,20181128111329,00:01:46
16414,ts_analyseDistr.sh,20181128111350,20181128112233,00:08:43
16602,bloquerDistr.sh,20181128111400,20181128111444,00:00:44
16954,ts_analyseDistr.sh,20181128111447,20181128111534,00:00:47
17362,ts_analyse.sh,20181128111619,20181128111707,00:00:48
17620,bloquerDistr.sh,20181128111644,20181128111732,00:00:48
17805,ts_analyse.sh,20181128111651,20181128111747,00:00:56
18177,ts_analyse.sh,20181128111726,20181128111818,00:00:52
18437,ts_analyseDistr.sh,20181128111741,20181128111847,00:01:06
18725,ts_analyse.sh,20181128111758,20181128111856,00:00:58
18969,bloquerDistr.sh,20181128111814,20181128111931,00:01:17
19617,ts_analyseDistr.sh,20181128111935,20181128112051,00:01:16
20390,ts_analyse.sh,20181128112154,20181128112314,00:01:20
20761,ts_analyse.sh,20181128112227,20181128112332,00:01:05
21087,ts_delPgm.sh,20181128112300,20181128112300,00:00:00
21133,ts_delPgm.sh,20181128112303,20181128112303,00:00:00
21204,ts_addCopy.sh,20181128112324,20181128112324,00:00:00
21282,ts_analyse.sh,20181128112400,20181128151604,03:52:04
21498,ts_analyse.sh,20181128112433,20181128112527,00:00:54
21771,ts_addCopy.sh,20181128112506,20181128112506,00:00:00
21909,ts_addCopy.sh,20181128112538,20181128112538,00:00:00
21954,bloquerDistr.sh,20181128112555,20181128112647,00:00:52
22199,ts_analyse.sh,20181128112610,20181128112702,00:00:52
22511,ts_analyse.sh,20181128112643,20181128112733,00:00:50
22770,ts_analyseDistr.sh,20181128112651,20181128112812,00:01:21
22949,bloquerDistr.sh,20181128112657,20181128112747,00:00:50
23303,ts_analyse.sh,20181128112720,20181128112814,00:00:54
23883,ts_analyseDistr.sh,20181128112754,20181128112845,00:00:51
24005,ts_analyse.sh,20181128112756,20181128112850,00:00:54
24509,ts_analyse.sh,20181128112829,20181128112918,00:00:49
24870,bloquerDistr.sh,20181128112900,20181128113133,00:02:33
25063,ts_analyse.sh,20181128112913,20181128113111,00:01:58
25323,bloquerDistr.sh,20181128112927,20181128113212,00:02:45
25431,bloquerDistr.sh,20181128112929,20181128113036,00:01:07
25733,ts_delPgm.sh,20181128112946,20181128112947,00:00:01
25825,ts_analyse.sh,20181128112957,20181128113132,00:01:35
26258,ts_delPgm.sh,20181128113035,20181128113036,00:00:01
26307,ts_analyseDistr.sh,20181128113037,20181128113151,00:01:14
26922,ts_analyseDistr.sh,20181128113137,20181128113423,00:02:46
27040,ts_analyse.sh,20181128113139,20181128113253,00:01:14
27535,ts_delPgm.sh,20181128113214,20181128113214,00:00:00
27583,ts_analyseDistr.sh,20181128113218,20181128114336,00:11:18
27790,bloquerDistr.sh,20181128113233,20181128113325,00:00:52
28237,ts_analyseDistr.sh,20181128113330,20181128113440,00:01:10
28884,ts_analyse.sh,20181128113425,20181128113528,00:01:03
29281,ts_delPgm.sh,20181128113532,20181128113532,00:00:00
29322,ts_analyse.sh,20181128113542,20181128113725,00:01:43
29551,ts_analyse.sh,20181128113621,20181128113711,00:00:50
29836,ts_analyse.sh,20181128113655,20181128113746,00:00:51
30191,ts_analyse.sh,20181128113731,20181128113838,00:01:07
30363,bloquerDistr.sh,20181128113733,20181128114329,00:05:56
30691,ts_delPgm.sh,20181128113818,20181128113818,00:00:00
30733,ts_analyse.sh,20181128113820,20181128113919,00:00:59
31017,ts_delPgm.sh,20181128113855,20181128113855,00:00:00
31058,ts_analyse.sh,20181128113857,20181128114056,00:01:59
31246,bloquerDistr.sh,20181128113901,20181128114010,00:01:09
31486,bloquerDistr.sh,20181128113915,20181128113925,00:00:10
31778,ts_analyseDistr.sh,20181128113925,20181128113932,00:00:07
32162,ts_analyseDistr.sh,20181128114023,20181128114109,00:00:46
619,ts_analyseDistr.sh,20181128114340,20181128115219,00:08:39
875,bloquerDistr.sh,20181128114541,20181128114838,00:02:57
1118,ts_analyse.sh,20181128114606,20181128114654,00:00:48
1474,bloquerDistr.sh,20181128114722,20181128115043,00:03:21
1572,ts_addCopy.sh,20181128114724,20181128114724,00:00:00
1751,ts_delCopy.sh,20181128114757,20181128114757,00:00:00
1791,ts_analyse.sh,20181128114800,20181128114859,00:00:59
2130,ts_delPgm.sh,20181128114833,20181128114833,00:00:00
2172,ts_analyse.sh,20181128114834,20181128114933,00:00:59
2496,ts_analyseDistr.sh,20181128114848,20181128115413,00:05:25
2875,ts_delPgm.sh,20181128114907,20181128114907,00:00:00
3207,ts_analyseDistr.sh,20181128115044,20181128115559,00:05:15
4271,ts_analyse.sh,20181128115506,20181128115635,00:01:29
4529,ts_delPgm.sh,20181128115537,20181128115537,00:00:00
4574,ts_analyseDistr.sh,20181128115542,20181128120107,00:05:25
4955,bloquerDistr.sh,20181128115710,20181128115828,00:01:18
5033,bloquerDistr.sh,20181128115710,20181128115830,00:01:20
5368,ts_analyse.sh,20181128115730,20181128115856,00:01:26
5805,bloquerDistr.sh,20181128115815,20181128120007,00:01:52
5903,ts_delPgm.sh,20181128115819,20181128115819,00:00:00
6147,ts_analyseDistr.sh,20181128115831,20181128120014,00:01:43
6212,ts_analyseDistr.sh,20181128115831,20181128120019,00:01:48
7300,bloquerDistr.sh,20181128115951,20181128120224,00:02:33
7768,ts_analyseDistr.sh,20181128120022,20181128120213,00:01:51
8089,bloquerDistr.sh,20181128120053,20181128120221,00:01:28
8447,bloquerDistr.sh,20181128120137,20181128120418,00:02:41
9038,ts_analyseDistr.sh,20181128120227,20181128120653,00:04:26
9142,ts_analyseDistr.sh,20181128120230,20181128120332,00:01:02
9463,bloquerDistr.sh,20181128120244,20181128120337,00:00:53
10026,ts_analyseDistr.sh,20181128120340,20181128120424,00:00:44
10179,bloquerDistr.sh,20181128120343,20181128120437,00:00:54
10677,ts_analyseDistr.sh,20181128120429,20181128120459,00:00:30
11005,ts_analyseDistr.sh,20181128120440,20181128120522,00:00:42
11293,ts_analyseDistr.sh,20181128120451,20181128121740,00:12:49
11751,bloquerDistr.sh,20181128120535,20181128120619,00:00:44
12117,ts_analyseDistr.sh,20181128120622,20181128120823,00:02:01
12670,ts_analyse.sh,20181128120807,20181128120858,00:00:51
13036,ts_delPgm.sh,20181128120840,20181128120840,00:00:00
13077,bloquerDistr.sh,20181128120843,20181128120925,00:00:42
13374,bloquerDistr.sh,20181128120919,20181128121005,00:00:46
13648,ts_analyseDistr.sh,20181128120929,20181128121009,00:00:40
14030,ts_analyseDistr.sh,20181128121006,20181128121056,00:00:50
14761,ts_analyse.sh,20181128121549,20181128121643,00:00:54
15143,ts_delPgm.sh,20181128121621,20181128121621,00:00:00
15242,bloquerDistr.sh,20181128121658,20181128121803,00:01:05
15646,ts_analyseDistr.sh,20181128121806,20181128121937,00:01:31
16203,bloquerDistr.sh,20181128122036,20181128122117,00:00:41
16523,ts_analyseDistr.sh,20181128122123,20181128122320,00:01:57
16951,bloquerDistr.sh,20181128122216,20181128122335,00:01:19
17188,bloquerDistr.sh,20181128122236,20181128122316,00:00:40
17792,ts_analyseDistr.sh,20181128122323,20181128122425,00:01:02
17999,ts_analyse.sh,20181128122332,20181128122425,00:00:53
18231,ts_analyseDistr.sh,20181128122338,20181128122428,00:00:50
18662,ts_delPgm.sh,20181128122406,20181128122406,00:00:00
19006,ts_analyse.sh,20181128123009,20181128123155,00:01:46
19213,bloquerDistr.sh,20181128123054,20181128123159,00:01:05
19438,ts_delPgm.sh,20181128123105,20181128123105,00:00:00
19677,ts_analyseDistr.sh,20181128123201,20181128123254,00:00:53
19884,bloquerDistr.sh,20181128123216,20181128123412,00:01:56
20252,bloquerDistr.sh,20181128123344,20181128123445,00:01:01
20573,ts_analyseDistr.sh,20181128123423,20181128123623,00:02:00
20834,ts_analyseDistr.sh,20181128123451,20181128123756,00:03:05
21054,bloquerDistr.sh,20181128123520,20181128123647,00:01:27
21621,ts_analyseDistr.sh,20181128123657,20181128123809,00:01:12
21803,bloquerDistr.sh,20181128123701,20181128123809,00:01:08
22350,bloquerDistr.sh,20181128123802,20181128123935,00:01:33
22654,ts_analyseDistr.sh,20181128123823,20181128123935,00:01:12
22777,bloquerDistr.sh,20181128123826,20181128124015,00:01:49
23549,ts_analyseDistr.sh,20181128123939,20181128124124,00:01:45
23827,ts_analyseDistr.sh,20181128124017,20181128124336,00:03:19
24492,bloquerDistr.sh,20181128124414,20181128124451,00:00:37
24749,ts_analyse.sh,20181128124433,20181128124537,00:01:04
25028,bloquerDistr.sh,20181128124452,20181128124556,00:01:04
25141,ts_analyseDistr.sh,20181128124453,20181128124520,00:00:27
25618,ts_analyse.sh,20181128124519,20181128124626,00:01:07
25938,ts_delPgm.sh,20181128124551,20181128124551,00:00:00
26029,ts_analyseDistr.sh,20181128124600,20181128124715,00:01:15
26453,ts_analyse.sh,20181128124731,20181128124835,00:01:04
26724,ts_analyse.sh,20181128124831,20181128124915,00:00:44
27013,bloquerDistr.sh,20181128124858,20181128125001,00:01:03
27201,ts_delPgm.sh,20181128124905,20181128124905,00:00:00
27265,ts_analyse.sh,20181128124908,20181128125026,00:01:18
27555,bloquerDistr.sh,20181128124936,20181128125114,00:01:38
27934,ts_analyseDistr.sh,20181128125006,20181128125245,00:02:39
28148,bloquerDistr.sh,20181128125024,20181128125122,00:00:58
28393,bloquerDistr.sh,20181128125033,20181128125143,00:01:10
28680,ts_analyse.sh,20181128125057,20181128125213,00:01:16
29155,ts_analyseDistr.sh,20181128125128,20181128125324,00:01:56
29276,ts_delPgm.sh,20181128125130,20181128125130,00:00:00
29339,ts_analyseDistr.sh,20181128125131,20181128125200,00:00:29
29768,ts_analyseDistr.sh,20181128125155,20181128125320,00:01:25
30013,ts_analyse.sh,20181128125204,20181128125326,00:01:22
30455,ts_delPgm.sh,20181128125250,20181128125250,00:00:00
30981,ts_analyse.sh,20181128125345,20181128125506,00:01:21
31250,ts_analyse.sh,20181128125420,20181128125553,00:01:33
31432,bloquerDistr.sh,20181128125427,20181128125623,00:01:56
31876,bloquerDistr.sh,20181128125606,20181128125745,00:01:39
31991,ts_delPgm.sh,20181128125610,20181128125610,00:00:00
32189,ts_analyse.sh,20181128125629,20181128125732,00:01:03
32486,ts_delPgm.sh,20181128125710,20181128125710,00:00:00
